N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
1000,0.01,20.0,1.0,213.0,9.9,3.146426544510455,200.0,276_2_9,1000,1000,10,7,52.29446831388379,276,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,277_0_0,100,100,0,2,0.727470104646411,277,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,277_0_1,200,200,1,0,4.185279442499633,277,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,277_0_2,300,300,4,2,4.3486302910878765,277,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,277_0_3,400,400,0,4,12.03726292508803,277,1.0,0.0
500,0.01,15.0,1.0,85.0,4.95,2.224859546128699,75.0,277_0_4,500,500,7,5,16.639960628313517,277,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,277_0_5,600,600,6,3,20.8980393827704,277,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,277_0_6,700,700,4,8,26.472408182830165,277,1.0,0.0
800,0.01,15.0,1.0,123.0,7.92,2.814249455894058,120.0,277_0_7,800,800,9,12,25.45720401840163,277,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,277_0_8,900,900,7,10,33.61958162875187,277,1.0,0.0
1000,0.01,20.0,1.0,206.0,9.9,3.146426544510455,200.0,277_0_9,1000,1000,8,8,52.216043052380634,277,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,277_1_0,100,100,2,0,-0.12425359588679541,277,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,277_1_1,200,200,2,0,2.745408716978714,277,1.0,0.0
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,277_1_2,300,300,3,3,5.6120328160268995,277,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,277_1_3,400,400,6,2,5.526524769103354,277,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,277_1_4,500,500,5,3,16.318338660816444,277,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,277_1_5,600,600,6,3,20.8980393827704,277,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,277_1_6,700,700,9,9,21.829256659196492,277,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,277_1_7,800,800,4,15,31.90644166127772,277,1.0,0.0
900,0.01,15.0,1.0,140.0,8.91,2.98496231131986,135.0,277_1_8,900,900,8,11,31.33828962446355,277,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,277_1_9,1000,1000,6,12,55.66324974813995,277,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,277_2_0,100,100,1,2,0.5881239795208317,277,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,277_2_1,200,200,4,1,2.2319272334536846,277,1.0,0.0
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,277_2_2,300,300,5,3,4.221381304952211,277,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,277_2_3,400,400,4,4,7.726440188894074,277,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,277_2_4,500,500,3,1,19.05599614576728,277,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,277_2_5,600,600,9,3,18.26655539292674,277,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,277_2_6,700,700,11,7,20.50873454147605,277,1.0,0.0
800,0.01,15.0,1.0,129.0,7.92,2.814249455894058,120.0,277_2_7,800,800,8,12,28.216607861307047,277,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,277_2_8,900,900,10,11,30.352396548956975,277,1.0,0.0
1000,0.01,20.0,1.0,205.0,9.9,3.146426544510455,200.0,277_2_9,1000,1000,14,5,45.65527516951281,277,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,278_0_0,100,100,0,2,0.968411668010902,278,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,278_0_1,200,200,3,1,2.3230737311332295,278,1.0,0.0
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,278_0_2,300,300,4,4,4.863185294800634,278,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,278_0_3,400,400,4,2,7.180245814347026,278,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,278_0_4,500,500,5,4,16.92746917531225,278,1.0,0.0
600,0.01,15.0,1.0,93.0,5.9399999999999995,2.437211521390788,90.0,278_0_5,600,600,6,9,19.64498906743046,278,1.0,0.0
700,0.01,15.0,1.0,118.0,6.93,2.6324893162176366,105.0,278_0_6,700,700,7,12,26.08623007284114,278,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,278_0_7,800,800,4,10,32.24819162823913,278,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,278_0_8,900,900,12,12,28.003948049132795,278,1.0,0.0
1000,0.01,20.0,1.0,216.0,9.9,3.146426544510455,200.0,278_0_9,1000,1000,12,14,51.15159249333145,278,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,278_1_0,100,100,1,0,0.21032329874025102,278,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,278_1_1,200,200,2,4,2.992756168238025,278,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,278_1_2,300,300,2,1,5.641442680141659,278,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,278_1_3,400,400,3,6,7.4348680726971175,278,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,278_1_4,500,500,4,7,17.2933244040118,278,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,278_1_5,600,600,4,5,22.654238165860175,278,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,278_1_6,700,700,8,10,23.001797747729167,278,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,278_1_7,800,800,10,9,25.191465434624366,278,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,278_1_8,900,900,7,9,33.93760028930207,278,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,278_1_9,1000,1000,9,6,52.40733941735046,278,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,278_2_0,100,100,1,0,0.04547976291035758,278,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,278_2_1,200,200,1,0,4.185279442499633,278,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,278_2_2,300,300,3,3,5.336906375197864,278,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,278_2_3,400,400,2,4,8.986752058833048,278,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,278_2_4,500,500,8,3,14.65300280744642,278,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,278_2_5,600,600,2,3,26.15337024496542,278,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,278_2_6,700,700,11,6,20.510851469232435,278,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,278_2_7,800,800,4,8,31.61831029265577,278,1.0,0.0
900,0.01,15.0,1.0,139.0,8.91,2.98496231131986,135.0,278_2_8,900,900,8,5,31.04400762430907,278,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,278_2_9,1000,1000,10,8,51.9593815433972,278,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,279_0_0,100,100,0,1,0.9815905928741635,279,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,279_0_1,200,200,2,2,3.0017604536569373,279,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,279_0_2,300,300,7,6,2.9128634649721614,279,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,279_0_3,400,400,2,7,9.857660893194458,279,1.0,0.0
500,0.01,15.0,1.0,77.0,4.95,2.224859546128699,75.0,279_0_4,500,500,3,5,18.07175642863026,279,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,279_0_5,600,600,13,5,14.542339686458732,279,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,279_0_6,700,700,8,4,22.41386984926198,279,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,279_0_7,800,800,8,8,27.61286943026071,279,1.0,0.0
900,0.01,15.0,1.0,147.0,8.91,2.98496231131986,135.0,279_0_8,900,900,9,4,32.543284352407895,279,1.0,0.0
1000,0.01,20.0,1.0,207.0,9.9,3.146426544510455,200.0,279_0_9,1000,1000,10,7,50.3108547820627,279,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,279_1_0,100,100,0,1,0.9815905928741635,279,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,279_1_1,200,200,1,1,4.180739158374863,279,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,279_1_2,300,300,2,5,5.623227654156415,279,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,279_1_3,400,400,4,5,6.894462476253664,279,1.0,0.0
500,0.01,15.0,1.0,84.0,4.95,2.224859546128699,75.0,279_1_4,500,500,4,5,19.17977004775027,279,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,279_1_5,600,600,2,4,25.161073992154794,279,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,279_1_6,700,700,6,5,26.496077767897106,279,1.0,0.0
800,0.01,15.0,1.0,130.0,7.92,2.814249455894058,120.0,279_1_7,800,800,9,11,27.58697769061568,279,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,279_1_8,900,900,7,8,32.68069089677177,279,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,279_1_9,1000,1000,7,14,55.40444825414771,279,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,279_2_0,100,100,1,1,0.04089669856241497,279,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,279_2_1,200,200,1,1,4.764515475865527,279,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,279_2_2,300,300,1,2,6.687211568602194,279,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,279_2_3,400,400,3,3,7.731150107417636,279,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,279_2_4,500,500,5,5,16.312833332980414,279,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,279_2_5,600,600,3,12,23.147949459281293,279,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,279_2_6,700,700,9,7,21.535193137651873,279,1.0,0.0
800,0.01,15.0,1.0,130.0,7.92,2.814249455894058,120.0,279_2_7,800,800,12,8,25.02112819798657,279,1.0,0.0
900,0.01,15.0,1.0,138.0,8.91,2.98496231131986,135.0,279_2_8,900,900,12,5,27.127296904492255,279,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,279_2_9,1000,1000,8,10,53.88262960530905,279,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,280_0_0,100,100,0,0,0.7493167477221013,280,1.0,1.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,280_0_1,200,200,0,2,5.783522071700843,280,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,280_0_2,300,300,2,1,5.926181871698512,280,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,280_0_3,400,400,2,2,8.996838577566661,280,1.0,0.0
500,0.01,15.0,1.0,75.0,4.95,2.224859546128699,75.0,280_0_4,500,500,4,5,16.373454701449738,280,1.0,0.0
600,0.01,15.0,1.0,93.0,5.9399999999999995,2.437211521390788,90.0,280_0_5,600,600,6,5,19.66456220286995,280,1.0,0.0
700,0.01,15.0,1.0,115.0,6.93,2.6324893162176366,105.0,280_0_6,700,700,9,5,23.33961250305126,280,1.0,0.0
800,0.01,15.0,1.0,129.0,7.92,2.814249455894058,120.0,280_0_7,800,800,10,13,26.38459887268657,280,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,280_0_8,900,900,9,14,31.590390598692768,280,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,280_0_9,1000,1000,7,17,54.720643234628774,280,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,280_1_0,100,100,0,0,0.9947000284254929,280,1.0,1.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,280_1_1,200,200,1,3,4.458670011024575,280,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,280_1_2,300,300,3,0,5.074506783924487,280,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,280_1_3,400,400,4,3,7.7307279927953125,280,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,280_1_4,500,500,7,8,15.730992603446014,280,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,280_1_5,600,600,5,7,22.193703003791708,280,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,280_1_6,700,700,15,9,17.115319967795667,280,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,280_1_7,800,800,9,10,26.06858253069579,280,1.0,0.0
900,0.01,15.0,1.0,140.0,8.91,2.98496231131986,135.0,280_1_8,900,900,12,14,27.70252186490178,280,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,280_1_9,1000,1000,7,8,55.09309705144864,280,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,280_2_0,100,100,0,1,1.236064342665819,280,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,280_2_1,200,200,2,1,3.272583624583809,280,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,280_2_2,300,300,5,4,3.721553272925046,280,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,280_2_3,400,400,6,5,5.771887145850871,280,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,280_2_4,500,500,7,7,14.847429504055228,280,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,280_2_5,600,600,7,12,19.028910148773267,280,1.0,0.0
700,0.01,15.0,1.0,108.0,6.93,2.6324893162176366,105.0,280_2_6,700,700,6,6,23.99659116673494,280,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,280_2_7,800,800,11,11,24.345250730198845,280,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,280_2_8,900,900,11,9,30.068802124656486,280,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,280_2_9,1000,1000,9,14,52.38202370923175,280,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,281_0_0,100,100,3,2,-0.15659460403953407,281,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,281_0_1,200,200,0,0,5.219746140255119,281,1.0,1.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,281_0_2,300,300,5,3,4.474064176555077,281,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,281_0_3,400,400,5,7,7.225052229998063,281,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,281_0_4,500,500,3,3,18.40522412338561,281,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,281_0_5,600,600,6,5,21.50819713878071,281,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,281_0_6,700,700,9,7,22.432512547339815,281,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,281_0_7,800,800,9,7,27.9062708272991,281,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,281_0_8,900,900,8,12,32.57719433975232,281,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,281_0_9,1000,1000,11,13,49.88925201381906,281,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,281_1_0,100,100,0,0,1.517340651095888,281,1.0,1.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,281_1_1,200,200,2,1,2.7424543364632954,281,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,281_1_2,300,300,2,3,5.633260938791335,281,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,281_1_3,400,400,0,2,11.4562932348601,281,1.0,0.0
500,0.01,15.0,1.0,83.0,4.95,2.224859546128699,75.0,281_1_4,500,500,4,6,18.86006413826897,281,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,281_1_5,600,600,8,7,19.07659958562458,281,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,281_1_6,700,700,9,6,22.134234500499872,281,1.0,0.0
800,0.01,15.0,1.0,129.0,7.92,2.814249455894058,120.0,281_1_7,800,800,7,10,29.213716000385762,281,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,281_1_8,900,900,9,11,30.673545408397004,281,1.0,0.0
1000,0.01,20.0,1.0,207.0,9.9,3.146426544510455,200.0,281_1_9,1000,1000,8,14,52.52763575575283,281,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,281_2_0,100,100,2,0,0.12768506297460158,281,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,281_2_1,200,200,2,0,3.2761957322350725,281,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,281_2_2,300,300,4,3,4.345291313752815,281,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,281_2_3,400,400,3,4,7.443979449745568,281,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,281_2_4,500,500,6,5,16.607787099373976,281,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,281_2_5,600,600,14,10,14.17274516644531,281,1.0,0.0
700,0.01,15.0,1.0,115.0,6.93,2.6324893162176366,105.0,281_2_6,700,700,6,11,26.159229726309984,281,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,281_2_7,800,800,7,8,28.282938620780033,281,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,281_2_8,900,900,10,8,29.753245219651294,281,1.0,0.0
1000,0.01,20.0,1.0,213.0,9.9,3.146426544510455,200.0,281_2_9,1000,1000,16,12,46.358493102546724,281,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,282_0_0,100,100,3,0,-0.17504123451174425,282,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,282_0_1,200,200,0,1,5.8092092091284,282,1.0,0.0
300,0.01,10.0,1.0,37.0,2.9699999999999998,1.7233687939614086,30.0,282_0_2,300,300,1,4,8.486301954902222,282,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,282_0_3,400,400,7,2,4.940841538286066,282,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,282_0_4,500,500,5,6,16.613902512751704,282,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,282_0_5,600,600,4,10,22.62629827469013,282,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,282_0_6,700,700,8,10,23.914332379911702,282,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,282_0_7,800,800,8,4,27.62442152055217,282,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,282_0_8,900,900,12,8,29.206929536418492,282,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,282_0_9,1000,1000,10,6,50.97274614351029,282,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,282_1_0,100,100,1,0,0.21032329874025102,282,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,282_1_1,200,200,1,0,3.897284369044178,282,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,282_1_2,300,300,6,5,3.4088904560236664,282,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,282_1_3,400,400,4,4,7.172753461899692,282,1.0,0.0
500,0.01,15.0,1.0,83.0,4.95,2.224859546128699,75.0,282_1_4,500,500,6,3,16.918969019182644,282,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,282_1_5,600,600,4,8,22.639868646313626,282,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,282_1_6,700,700,5,11,25.959440928433015,282,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,282_1_7,800,800,4,9,31.612070806451925,282,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,282_1_8,900,900,12,4,28.31862877372896,282,1.0,0.0
1000,0.01,20.0,1.0,215.0,9.9,3.146426544510455,200.0,282_1_9,1000,1000,7,8,56.44537436209981,282,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,282_2_0,100,100,1,1,0.5966867924374541,282,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,282_2_1,200,200,4,5,1.538300270534402,282,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,282_2_2,300,300,2,4,5.9123598540276,282,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,282_2_3,400,400,4,7,6.885656953312134,282,1.0,0.0
500,0.01,15.0,1.0,77.0,4.95,2.224859546128699,75.0,282_2_4,500,500,7,5,14.270255833053815,282,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,282_2_5,600,600,12,6,15.75617220159537,282,1.0,0.0
700,0.01,15.0,1.0,115.0,6.93,2.6324893162176366,105.0,282_2_6,700,700,6,7,26.17130391756971,282,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,282_2_7,800,800,8,6,27.00137697112146,282,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,282_2_8,900,900,8,6,32.2816621434232,282,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,282_2_9,1000,1000,13,9,48.209719421040646,282,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,283_0_0,100,100,0,1,0.7384219674807829,283,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,283_0_1,200,200,3,2,2.5667630237647576,283,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,283_0_2,300,300,0,4,9.332628013172126,283,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,283_0_3,400,400,4,4,6.6259271918820035,283,1.0,0.0
500,0.01,15.0,1.0,84.0,4.95,2.224859546128699,75.0,283_0_4,500,500,3,5,20.301378895660715,283,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,283_0_5,600,600,5,7,22.50721500488001,283,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,283_0_6,700,700,4,11,26.452389988764807,283,1.0,0.0
800,0.01,15.0,1.0,122.0,7.92,2.814249455894058,120.0,283_0_7,800,800,2,8,33.020814007644304,283,1.0,0.0
900,0.01,15.0,1.0,147.0,8.91,2.98496231131986,135.0,283_0_8,900,900,10,12,31.576756552891023,283,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,283_0_9,1000,1000,12,12,49.846534574969034,283,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,283_1_0,100,100,2,3,-0.12872690140295734,283,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,283_1_1,200,200,2,1,3.005547263835211,283,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,283_1_2,300,300,0,3,8.112564683104713,283,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,283_1_3,400,400,6,3,6.035122527029974,283,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,283_1_4,500,500,2,6,19.608818243504814,283,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,283_1_5,600,600,5,7,21.257448237460405,283,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,283_1_6,700,700,11,2,20.81104115657318,283,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,283_1_7,800,800,6,5,29.64892836843121,283,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,283_1_8,900,900,15,11,25.930195912519117,283,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,283_1_9,1000,1000,14,7,47.25260416739363,283,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,283_2_0,100,100,1,3,0.03160116679033062,283,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,283_2_1,200,200,2,1,3.543342649614417,283,1.0,0.0
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,283_2_2,300,300,3,3,5.6120328160268995,283,1.0,0.0
400,0.01,10.0,1.0,49.0,3.96,1.98997487421324,40.0,283_2_3,400,400,6,4,7.344261682172909,283,1.0,0.0
