N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,18_0_2,1000,1000,14,10,9.926548909279454,18,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,18_0_3,1000,1000,15,12,9.92859579962586,18,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,18_0_4,1000,1000,14,13,23.44884129906252,18,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,18_0_5,1000,1000,11,10,27.51710030007128,18,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,18_0_6,1000,1000,9,13,32.448793683040265,18,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,18_0_7,1000,1000,9,11,33.06111371017513,18,1.0,0.0
900,0.01,15.0,1.0,147.0,8.91,2.98496231131986,135.0,18_0_8,1000,1000,12,10,33.16186405814907,18,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,18_0_9,1000,1000,8,8,53.88885166682943,18,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,18_1_0,1000,1000,12,9,0.8078379785729761,18,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,18_1_1,1000,1000,11,6,7.576511633671525,18,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,18_1_2,1000,1000,13,14,9.333602124931677,18,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,18_1_3,1000,1000,8,10,14.692554347842748,18,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,18_1_4,1000,1000,8,14,29.01150191242237,18,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,18_1_5,1000,1000,7,9,32.37216667528432,18,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,18_1_6,1000,1000,14,14,29.015688826229265,18,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,18_1_7,1000,1000,10,8,32.139603238667746,18,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,18_1_8,1000,1000,7,9,37.00658622073835,18,1.0,0.0
1000,0.01,20.0,1.0,216.0,9.9,3.146426544510455,200.0,18_1_9,1000,1000,9,7,54.41031752077174,18,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,18_2_0,1000,1000,13,11,1.1744346871807538,18,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,18_2_1,1000,1000,12,11,7.7995697213476305,18,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,18_2_2,1000,1000,8,13,11.856455278522152,18,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,18_2_3,1000,1000,7,9,13.893922529658983,18,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,18_2_4,1000,1000,12,12,24.393283910926737,18,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,18_2_5,1000,1000,12,8,26.73904864367733,18,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,18_2_6,1000,1000,13,14,27.159728923936687,18,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,18_2_7,1000,1000,12,11,30.740335404346766,18,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,18_2_8,1000,1000,8,8,35.61552028734991,18,1.0,0.0
1000,0.01,20.0,1.0,206.0,9.9,3.146426544510455,200.0,18_2_9,1000,1000,9,9,51.07226314156824,18,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,19_0_0,1000,1000,9,7,1.763728979960415,19,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,19_0_1,1000,1000,13,13,6.84261180123971,19,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,19_0_2,1000,1000,15,11,8.50505692660802,19,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,19_0_3,1000,1000,10,9,13.421325279289734,19,1.0,0.0
500,0.01,15.0,1.0,77.0,4.95,2.224859546128699,75.0,19_0_4,1000,1000,4,10,30.584811917590123,19,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,19_0_5,1000,1000,6,15,32.48470540256526,19,1.0,0.0
700,0.01,15.0,1.0,113.0,6.93,2.6324893162176366,105.0,19_0_6,1000,1000,4,8,37.41987499278698,19,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,19_0_7,1000,1000,10,14,32.12738930020477,19,1.0,0.0
900,0.01,15.0,1.0,146.0,8.91,2.98496231131986,135.0,19_0_8,1000,1000,20,9,26.7506409724651,19,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,19_0_9,1000,1000,9,10,52.06322323539832,19,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,19_1_0,1000,1000,6,15,1.79256754581404,19,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,19_1_1,1000,1000,12,12,7.194453749790852,19,1.0,0.0
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,19_1_2,1000,1000,14,10,9.926548909279454,19,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,19_1_3,1000,1000,8,9,15.191855186232164,19,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,19_1_4,1000,1000,15,9,23.243241687646545,19,1.0,0.0
600,0.01,15.0,1.0,93.0,5.9399999999999995,2.437211521390788,90.0,19_1_5,1000,1000,9,13,28.33907171387325,19,1.0,0.0
700,0.01,15.0,1.0,113.0,6.93,2.6324893162176366,105.0,19_1_6,1000,1000,7,8,34.02529532912965,19,1.0,0.0
800,0.01,15.0,1.0,122.0,7.92,2.814249455894058,120.0,19_1_7,1000,1000,17,10,24.922703642014497,19,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,19_1_8,1000,1000,12,8,31.863786413523336,19,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,19_1_9,1000,1000,14,14,46.914506506790254,19,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,19_2_0,1000,1000,15,9,0.9348331593578225,19,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,19_2_1,1000,1000,11,6,8.82244708341849,19,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,19_2_2,1000,1000,15,9,8.50891105706609,19,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,19_2_3,1000,1000,10,12,12.463582150365427,19,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,19_2_4,1000,1000,7,17,29.914063879155997,19,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,19_2_5,1000,1000,8,9,29.67639776818364,19,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,19_2_6,1000,1000,6,10,35.480612980626226,19,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,19_2_7,1000,1000,13,11,28.88190689026017,19,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,19_2_8,1000,1000,10,8,34.322279998707195,19,1.0,0.0
1000,0.01,20.0,1.0,213.0,9.9,3.146426544510455,200.0,19_2_9,1000,1000,9,13,53.38489413776687,19,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,20_0_0,1000,1000,10,11,1.0460863057719187,20,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,20_0_1,1000,1000,15,11,5.634568706654724,20,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,20_0_2,1000,1000,11,5,10.792569608430094,20,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,20_0_3,1000,1000,12,9,10.91606520348759,20,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,20_0_4,1000,1000,7,10,28.972743240874607,20,1.0,0.0
600,0.01,15.0,1.0,93.0,5.9399999999999995,2.437211521390788,90.0,20_0_5,1000,1000,13,8,25.16435380124168,20,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,20_0_6,1000,1000,12,14,29.837473415125693,20,1.0,0.0
800,0.01,15.0,1.0,124.0,7.92,2.814249455894058,120.0,20_0_7,1000,1000,5,11,36.177271275688085,20,1.0,0.0
900,0.01,15.0,1.0,146.0,8.91,2.98496231131986,135.0,20_0_8,1000,1000,11,11,33.71951725240726,20,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,20_0_9,1000,1000,13,11,47.88060363612365,20,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,20_1_0,1000,1000,7,11,1.5642118379350962,20,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,20_1_1,1000,1000,11,14,8.816861861807784,20,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,20_1_2,1000,1000,12,6,11.37186742947645,20,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,20_1_3,1000,1000,8,10,15.189965314306367,20,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,20_1_4,1000,1000,10,7,26.387006617122445,20,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,20_1_5,1000,1000,13,8,25.981711238316464,20,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,20_1_6,1000,1000,10,9,30.386944278564854,20,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,20_1_7,1000,1000,10,8,32.49674292040765,20,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,20_1_8,1000,1000,10,11,33.98275545181141,20,1.0,0.0
1000,0.01,20.0,1.0,207.0,9.9,3.146426544510455,200.0,20_1_9,1000,1000,14,13,46.27457042664501,20,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,20_2_0,1000,1000,9,9,1.7629507843248393,20,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,20_2_1,1000,1000,16,13,7.002694393077702,20,1.0,0.0
300,0.01,10.0,1.0,37.0,2.9699999999999998,1.7233687939614086,30.0,20_2_2,1000,1000,17,9,10.201174226369487,20,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,20_2_3,1000,1000,10,14,14.371901908622235,20,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,20_2_4,1000,1000,8,5,27.593273189938415,20,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,20_2_5,1000,1000,6,16,32.041524324324364,20,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,20_2_6,1000,1000,8,12,31.43294831202249,20,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,20_2_7,1000,1000,8,10,33.678342182307894,20,1.0,0.0
900,0.01,15.0,1.0,147.0,8.91,2.98496231131986,135.0,20_2_8,1000,1000,9,11,35.94772420193968,20,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,20_2_9,1000,1000,12,8,48.55246419191037,20,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,21_0_0,1000,1000,16,7,0.8247750185648337,21,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,21_0_1,1000,1000,13,10,6.8478399599478275,21,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,21_0_2,1000,1000,11,17,10.780994934528477,21,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,21_0_3,1000,1000,13,13,12.219684414167087,21,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,21_0_4,1000,1000,11,9,26.53118824949202,21,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,21_0_5,1000,1000,15,13,24.955995294856784,21,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,21_0_6,1000,1000,7,11,32.4189769761651,21,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,21_0_7,1000,1000,15,11,27.344066487246387,21,1.0,0.0
900,0.01,15.0,1.0,140.0,8.91,2.98496231131986,135.0,21_0_8,1000,1000,11,12,31.751566944785818,21,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,21_0_9,1000,1000,7,10,54.41255389224021,21,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,21_1_0,1000,1000,10,9,2.8597509357264994,21,1.0,0.0
200,0.01,10.0,1.0,26.0,1.98,1.407124727947029,20.0,21_1_1,1000,1000,12,8,10.312017256728497,21,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,21_1_2,1000,1000,7,11,13.065858773786848,21,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,21_1_3,1000,1000,11,11,11.437101372033167,21,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,21_1_4,1000,1000,8,7,28.544266361165015,21,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,21_1_5,1000,1000,9,7,29.20445545201585,21,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,21_1_6,1000,1000,12,5,28.716928043876795,21,1.0,0.0
800,0.01,15.0,1.0,129.0,7.92,2.814249455894058,120.0,21_1_7,1000,1000,11,10,31.955953270171534,21,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,21_1_8,1000,1000,7,8,37.01088461902446,21,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,21_1_9,1000,1000,7,10,54.41255389224021,21,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,21_2_0,1000,1000,12,10,1.3067868950749069,21,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,21_2_1,1000,1000,5,7,11.285958248090436,21,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,21_2_2,1000,1000,7,6,13.073536357676446,21,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,21_2_3,1000,1000,17,11,10.773987601572502,21,1.0,0.0
500,0.01,15.0,1.0,83.0,4.95,2.224859546128699,75.0,21_2_4,1000,1000,20,13,21.103786918587737,21,1.0,0.0
600,0.01,15.0,1.0,103.0,5.9399999999999995,2.437211521390788,90.0,21_2_5,1000,1000,7,15,34.56120759272754,21,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,21_2_6,1000,1000,9,14,30.880486783782874,21,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,21_2_7,1000,1000,6,9,37.63458951214669,21,1.0,0.0
900,0.01,15.0,1.0,146.0,8.91,2.98496231131986,135.0,21_2_8,1000,1000,11,11,33.71951725240726,21,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,21_2_9,1000,1000,12,14,48.86058016318116,21,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,22_0_0,1000,1000,8,10,1.356103661267133,22,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,22_0_1,1000,1000,6,6,12.047977135845302,22,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,22_0_2,1000,1000,5,13,15.674176020381662,22,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,22_0_3,1000,1000,4,10,18.92535522815719,22,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,22_0_4,1000,1000,11,16,26.05140283280082,22,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,22_0_5,1000,1000,8,8,30.544051659072892,22,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,22_0_6,1000,1000,8,11,32.22287256902668,22,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,22_0_7,1000,1000,14,5,29.13665094205229,22,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,22_0_8,1000,1000,10,12,33.97934453858435,22,1.0,0.0
1000,0.01,20.0,1.0,213.0,9.9,3.146426544510455,200.0,22_0_9,1000,1000,15,11,47.271174255884695,22,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,22_1_0,1000,1000,10,6,2.209732734294822,22,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,22_1_1,1000,1000,5,10,10.571948821361072,22,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,22_1_2,1000,1000,12,14,11.352792658257817,22,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,22_1_3,1000,1000,10,7,12.473458420308987,22,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,22_1_4,1000,1000,13,8,23.237889356735106,22,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,22_1_5,1000,1000,15,9,25.768844034360686,22,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,22_1_6,1000,1000,10,17,29.597764649913064,22,1.0,0.0
800,0.01,15.0,1.0,124.0,7.92,2.814249455894058,120.0,22_1_7,1000,1000,12,4,29.361334433993157,22,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,22_1_8,1000,1000,12,11,32.18199373232039,22,1.0,0.0
1000,0.01,20.0,1.0,214.0,9.9,3.146426544510455,200.0,22_1_9,1000,1000,8,12,54.87922323550211,22,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,22_2_0,1000,1000,8,13,2.6555998980548154,22,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,22_2_1,1000,1000,11,13,9.455300594758368,22,1.0,0.0
300,0.01,10.0,1.0,36.0,2.9699999999999998,1.7233687939614086,30.0,22_2_2,1000,1000,10,5,12.974476170306563,22,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,22_2_3,1000,1000,11,8,11.903074632982387,22,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,22_2_4,1000,1000,8,12,28.055322892003627,22,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,22_2_5,1000,1000,18,6,23.00780994291042,22,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,22_2_6,1000,1000,8,9,33.41399854495757,22,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,22_2_7,1000,1000,11,9,31.60444892677539,22,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,22_2_8,1000,1000,11,7,32.41868398253164,22,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,22_2_9,1000,1000,13,16,47.54452180155167,22,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,23_0_0,1000,1000,4,6,2.3619694642951403,23,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,23_0_1,1000,1000,9,8,9.083123875799206,23,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,23_0_2,1000,1000,7,13,12.486419457126694,23,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,23_0_3,1000,1000,8,15,15.179066754421918,23,1.0,0.0
500,0.01,15.0,1.0,76.0,4.95,2.224859546128699,75.0,23_0_4,1000,1000,9,10,25.312296024822256,23,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,23_0_5,1000,1000,10,7,29.623635906367763,23,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,23_0_6,1000,1000,10,10,29.99688001477817,23,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,23_0_7,1000,1000,7,13,35.42349491143668,23,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,23_0_8,1000,1000,9,10,35.27949395562933,23,1.0,0.0
1000,0.01,20.0,1.0,205.0,9.9,3.146426544510455,200.0,23_0_9,1000,1000,10,8,49.6501195854212,23,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,23_1_0,1000,1000,19,11,0.5586645680294462,23,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,23_1_1,1000,1000,17,10,5.073189816357857,23,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,23_1_2,1000,1000,9,5,11.311712283540574,23,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,23_1_3,1000,1000,9,14,14.512196494864774,23,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,23_1_4,1000,1000,9,12,26.716143210529314,23,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,23_1_5,1000,1000,8,8,31.41219247001685,23,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,23_1_6,1000,1000,14,11,29.023711042112165,23,1.0,0.0
800,0.01,15.0,1.0,132.0,7.92,2.814249455894058,120.0,23_1_7,1000,1000,11,13,33.01193571169974,23,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,23_1_8,1000,1000,8,11,36.28326876737527,23,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,23_1_9,1000,1000,13,13,48.19749867166651,23,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,23_2_0,1000,1000,9,9,1.7629507843248393,23,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,23_2_1,1000,1000,9,14,9.726188072885856,23,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,23_2_2,1000,1000,12,11,10.30141829760494,23,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,23_2_3,1000,1000,13,7,12.229615022156928,23,1.0,0.0
500,0.01,15.0,1.0,83.0,4.95,2.224859546128699,75.0,23_2_4,1000,1000,11,9,26.998536556836168,23,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,23_2_5,1000,1000,9,10,28.770571840396318,23,1.0,0.0
700,0.01,15.0,1.0,108.0,6.93,2.6324893162176366,105.0,23_2_6,1000,1000,18,13,23.304227027081467,23,1.0,0.0
800,0.01,15.0,1.0,130.0,7.92,2.814249455894058,120.0,23_2_7,1000,1000,8,11,35.129694455911164,23,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,23_2_8,1000,1000,11,4,32.7507137568987,23,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,23_2_9,1000,1000,10,11,51.947815635539975,23,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,24_0_0,1000,1000,12,9,0.8078379785729761,24,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,24_0_1,1000,1000,4,10,11.273896268682552,24,1.0,0.0
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,24_0_2,1000,1000,6,16,14.32270552717058,24,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,24_0_3,1000,1000,6,9,17.176047098204727,24,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,24_0_4,1000,1000,10,7,25.91789030841876,24,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,24_0_5,1000,1000,10,8,28.77012336632429,24,1.0,0.0
700,0.01,15.0,1.0,117.0,6.93,2.6324893162176366,105.0,24_0_6,1000,1000,13,15,30.173067043842583,24,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,24_0_7,1000,1000,13,13,29.5697623501226,24,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,24_0_8,1000,1000,8,8,36.29006814182238,24,1.0,0.0
1000,0.01,20.0,1.0,215.0,9.9,3.146426544510455,200.0,24_0_9,1000,1000,11,12,51.86692512725071,24,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,24_1_0,1000,1000,18,10,1.5543089802043764,24,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,24_1_1,1000,1000,10,11,8.62172205015911,24,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,24_1_2,1000,1000,11,4,10.259396781470851,24,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,24_1_3,1000,1000,13,10,11.768872324378265,24,1.0,0.0
500,0.01,15.0,1.0,76.0,4.95,2.224859546128699,75.0,24_1_4,1000,1000,13,8,22.33966250631438,24,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,24_1_5,1000,1000,11,11,29.200760790486317,24,1.0,0.0
700,0.01,15.0,1.0,113.0,6.93,2.6324893162176366,105.0,24_1_6,1000,1000,13,20,28.646862648423955,24,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,24_1_7,1000,1000,11,14,32.65469348443455,24,1.0,0.0
900,0.01,15.0,1.0,139.0,8.91,2.98496231131986,135.0,24_1_8,1000,1000,10,13,32.32746506881242,24,1.0,0.0
1000,0.01,20.0,1.0,213.0,9.9,3.146426544510455,200.0,24_1_9,1000,1000,9,13,53.38489413776687,24,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,24_2_0,1000,1000,5,10,4.365205579513973,24,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,24_2_1,1000,1000,12,11,7.7995697213476305,24,1.0,0.0
